

Threshold (S, V) : (2, 10)
The Last V Value is : 26.6578
The Last V Value is : 26.1178
The Last V Value is : 30.292
The Last V Value is : 28.1122
The Last V Value is : 27.3185
The Last V Value is : 28.603
The Last V Value is : 27.4571
The Last V Value is : 26.979
The Last V Value is : 31.3887
The Last V Value is : 26.9896
The Last V Value is : 27.9206
The Last V Value is : 25.529
The Last V Value is : 29.1361
The Last V Value is : 27.638
The Last V Value is : 23.6929
The Last V Value is : 25.3706
The Last V Value is : 28.9659
The Last V Value is : 32.317
The Last V Value is : 23.0155
The Last V Value is : 25.445
The Last V Value is : 32.4136
The Last V Value is : 25.3034
average final V value : 27.2201
total change time : 27.74


Threshold (S, V) : (9, 13.5)
The Last V Value is : 32.8428
The Last V Value is : 23.1138
The Last V Value is : 25.7779
The Last V Value is : 27.3978
The Last V Value is : 27.0671
The Last V Value is : 26.6148
The Last V Value is : 24.5961
The Last V Value is : 23.386
The Last V Value is : 24.8928
The Last V Value is : 29.7979
The Last V Value is : 26.996
The Last V Value is : 28.2013
The Last V Value is : 31.8178
The Last V Value is : 26.8604
The Last V Value is : 24.6385
The Last V Value is : 26.9936
The Last V Value is : 25.7188
The Last V Value is : 25.5713
The Last V Value is : 26.0777
The Last V Value is : 27.7669
The Last V Value is : 31.9265
The Last V Value is : 27.6442
The Last V Value is : 26.0121
The Last V Value is : 22.1128
The Last V Value is : 23.5976
The Last V Value is : 26.0792
The Last V Value is : 25.743
The Last V Value is : 29.391
The Last V Value is : 23.5483
The Last V Value is : 26.711
The Last V Value is : 27.9741
The Last V Value is : 28.6949
The Last V Value is : 24.841
The Last V Value is : 26.5435
The Last V Value is : 29.1985
The Last V Value is : 27.4074
The Last V Value is : 26.7258
The Last V Value is : 25.7176
The Last V Value is : 22.422
The Last V Value is : 26.5712
The Last V Value is : 28.7397
The Last V Value is : 24.536
The Last V Value is : 26.9195
The Last V Value is : 26.4405
The Last V Value is : 24.612
The Last V Value is : 22.7512
The Last V Value is : 30.4309
The Last V Value is : 25.609
The Last V Value is : 28.0342
The Last V Value is : 30.6106
average final V value : 26.6735
total change time : 11.62


Threshold (S, V) : (9.5, 13.5)
The Last V Value is : 29.6742
The Last V Value is : 27.9366
The Last V Value is : 31.0981
The Last V Value is : 26.9572
The Last V Value is : 31.0439
The Last V Value is : 22.7693
The Last V Value is : 26.231
The Last V Value is : 30.2322
The Last V Value is : 26.2881
The Last V Value is : 26.6871
The Last V Value is : 24.0217
The Last V Value is : 22.7737
The Last V Value is : 27.2227
The Last V Value is : 28.9047
The Last V Value is : 26.4839
The Last V Value is : 24.0043
The Last V Value is : 24.4719
The Last V Value is : 21.5231
The Last V Value is : 28.8646
The Last V Value is : 23.4817
The Last V Value is : 24.3428
The Last V Value is : 25.4546
The Last V Value is : 24.4892
The Last V Value is : 25.5226
The Last V Value is : 30.558
The Last V Value is : 27.6228
The Last V Value is : 25.0271
The Last V Value is : 27.1717
The Last V Value is : 32.6532
The Last V Value is : 26.7509
The Last V Value is : 27.2746
The Last V Value is : 24.8463
The Last V Value is : 33.7358
The Last V Value is : 31.7294
The Last V Value is : 25.3345
The Last V Value is : 26.7029
The Last V Value is : 22.2449
The Last V Value is : 27.6296
The Last V Value is : 29.2938
The Last V Value is : 27.5495
The Last V Value is : 23.4855
The Last V Value is : 27.6506
The Last V Value is : 28.683
The Last V Value is : 26.0289
The Last V Value is : 25.3673
The Last V Value is : 26.9002
The Last V Value is : 27.6728
The Last V Value is : 25.6406
The Last V Value is : 31.1886
The Last V Value is : 29.6253
average final V value : 26.9769
total change time : 22.32


Threshold (S, V) : (10, 13.5)
The Last V Value is : 28.8068
The Last V Value is : 26.773
The Last V Value is : 29.2314
The Last V Value is : 29.535
The Last V Value is : 28.3151
The Last V Value is : 27.3548
The Last V Value is : 25.2904
The Last V Value is : 25.4041
The Last V Value is : 25.1647
The Last V Value is : 24.0856
The Last V Value is : 24.8374
The Last V Value is : 29.3132
The Last V Value is : 30.1878
The Last V Value is : 31.4583
The Last V Value is : 26.6773
The Last V Value is : 24.4055
The Last V Value is : 24.0037
The Last V Value is : 26.9834
The Last V Value is : 27.4702
The Last V Value is : 23.2135
The Last V Value is : 29.2071
The Last V Value is : 24.0594
The Last V Value is : 24.8965
The Last V Value is : 25.0747
The Last V Value is : 28.5724
The Last V Value is : 23.186
The Last V Value is : 29.6215
The Last V Value is : 28.1344
The Last V Value is : 28.1917
The Last V Value is : 28.0854
The Last V Value is : 30.7033
The Last V Value is : 28.411
The Last V Value is : 29.4436
The Last V Value is : 32.3053
The Last V Value is : 28.2276
The Last V Value is : 29.5734
The Last V Value is : 27.9308
The Last V Value is : 26.6507
The Last V Value is : 25.2862
The Last V Value is : 24.2806
The Last V Value is : 26.4581
The Last V Value is : 24.3464
The Last V Value is : 26.6648
The Last V Value is : 32.9767
The Last V Value is : 28.6591
The Last V Value is : 29.1286
The Last V Value is : 20.1769
The Last V Value is : 23.8177
The Last V Value is : 27.9312
The Last V Value is : 30.2917
average final V value : 27.2161
total change time : 10.14


Threshold (S, V) : (2, 14)
The Last V Value is : 27.6922
The Last V Value is : 36.9897
The Last V Value is : 29.2916
The Last V Value is : 33.8308
The Last V Value is : 29.518
The Last V Value is : 30.3242
The Last V Value is : 28.3591
The Last V Value is : 30.5466
The Last V Value is : 35.8499
The Last V Value is : 30.9004
The Last V Value is : 29.14
The Last V Value is : 32.7393
The Last V Value is : 25.8379
The Last V Value is : 31.4917
The Last V Value is : 29.5302
The Last V Value is : 29.8365
The Last V Value is : 35.1084
The Last V Value is : 32.1867
The Last V Value is : 32.0259
The Last V Value is : 36.2623
The Last V Value is : 30.5569
The Last V Value is : 32.9547
The Last V Value is : 34.024
The Last V Value is : 32.2581
The Last V Value is : 28.5886
The Last V Value is : 29.5448
The Last V Value is : 35.1048
The Last V Value is : 34.2537
The Last V Value is : 27.1406
The Last V Value is : 31.1422
The Last V Value is : 30.3756
The Last V Value is : 28.0632
The Last V Value is : 31.6984
The Last V Value is : 31.2137
The Last V Value is : 35.6251
The Last V Value is : 29.5549
The Last V Value is : 29.2388
The Last V Value is : 30.1521
The Last V Value is : 33.208
The Last V Value is : 27.7047
The Last V Value is : 31.5697
The Last V Value is : 27.7219
The Last V Value is : 28.9893
The Last V Value is : 29.8464
The Last V Value is : 32.4027
The Last V Value is : 27.1477
The Last V Value is : 32.4987
The Last V Value is : 31.7864
The Last V Value is : 32.4296
The Last V Value is : 27.5003
average final V value : 31.0351
total change time : 323.22


Threshold (S, V) : (2.5, 14)
The Last V Value is : 35.0354
The Last V Value is : 30.8495
The Last V Value is : 29.8825
The Last V Value is : 26.5449
The Last V Value is : 29.1494
The Last V Value is : 30.6351
The Last V Value is : 33.4053
The Last V Value is : 28.8751
The Last V Value is : 30.3718
The Last V Value is : 33.5868
The Last V Value is : 29.0747
The Last V Value is : 29.3769
The Last V Value is : 33.9918
The Last V Value is : 27.0887
The Last V Value is : 25.3558
The Last V Value is : 33.9344
The Last V Value is : 31.5811
The Last V Value is : 31.0585
The Last V Value is : 31.3889
The Last V Value is : 30.5372
The Last V Value is : 27.0746
The Last V Value is : 29.3425
The Last V Value is : 28.8559
The Last V Value is : 29.5851
The Last V Value is : 28.3249
The Last V Value is : 32.3404
The Last V Value is : 27.68
The Last V Value is : 28.696
The Last V Value is : 27.091
The Last V Value is : 32.9572
The Last V Value is : 27.4908
The Last V Value is : 31.5925
The Last V Value is : 37.4506
The Last V Value is : 31.2349
The Last V Value is : 28.4088
The Last V Value is : 26.5592
The Last V Value is : 30.2281
The Last V Value is : 30.1804
The Last V Value is : 30.4777
The Last V Value is : 32.0377
The Last V Value is : 26.281
The Last V Value is : 33.4061
The Last V Value is : 27.0156
The Last V Value is : 32.0984
The Last V Value is : 32.7613
The Last V Value is : 31.3789
The Last V Value is : 34.4635
The Last V Value is : 33.3789
The Last V Value is : 31.6197
The Last V Value is : 28.4338
average final V value : 30.4034
total change time : 298.56


Threshold (S, V) : (3, 14)
The Last V Value is : 28.7561
The Last V Value is : 33.0281
The Last V Value is : 34.5595
The Last V Value is : 32.868
The Last V Value is : 29.628
The Last V Value is : 23.5361
The Last V Value is : 29.6086
The Last V Value is : 31.584
The Last V Value is : 35.1635
The Last V Value is : 29.5649
The Last V Value is : 32.0196
The Last V Value is : 23.8788
The Last V Value is : 27.6335
The Last V Value is : 33.5924
The Last V Value is : 25.4787
The Last V Value is : 28.3158
The Last V Value is : 29.998
The Last V Value is : 27.7267
The Last V Value is : 30.2643
The Last V Value is : 31.4382
The Last V Value is : 29.9886
The Last V Value is : 29.1161
The Last V Value is : 27.9414
The Last V Value is : 27.2416
The Last V Value is : 35.5924
The Last V Value is : 28.3164
The Last V Value is : 30.2637
The Last V Value is : 31.9192
The Last V Value is : 31.1474
The Last V Value is : 31.3582
The Last V Value is : 28.4987
The Last V Value is : 31.4446
The Last V Value is : 29.4487
The Last V Value is : 29.9167
The Last V Value is : 30.0869
The Last V Value is : 26.4689
The Last V Value is : 32.7406
The Last V Value is : 25.3508
The Last V Value is : 29.0215
The Last V Value is : 25.6368
The Last V Value is : 27.2705
The Last V Value is : 33.3674
The Last V Value is : 33.1106
The Last V Value is : 34.5454
The Last V Value is : 28.8563
The Last V Value is : 33.4107
The Last V Value is : 28.2651
The Last V Value is : 33.7227
The Last V Value is : 31.8528
The Last V Value is : 28.4567
average final V value : 30.06
total change time : 245.34


Threshold (S, V) : (3.5, 14)
The Last V Value is : 29.987
The Last V Value is : 30.7346
The Last V Value is : 29.6877
The Last V Value is : 32.9447
The Last V Value is : 29.5773
The Last V Value is : 25.1802
The Last V Value is : 33.0672
The Last V Value is : 25.846
The Last V Value is : 35.505
The Last V Value is : 30.6961
The Last V Value is : 33.9016
The Last V Value is : 28.992
The Last V Value is : 31.6097
The Last V Value is : 28.8238
The Last V Value is : 32.1624
The Last V Value is : 29.5278
The Last V Value is : 29.6188
The Last V Value is : 24.7308
The Last V Value is : 26.6751
The Last V Value is : 32.459
The Last V Value is : 31.6027
The Last V Value is : 32.7656
The Last V Value is : 31.5199
The Last V Value is : 26.992
The Last V Value is : 28.4737
The Last V Value is : 34.4795
The Last V Value is : 23.8292
The Last V Value is : 30.2263
The Last V Value is : 28.7672
The Last V Value is : 29.7639
The Last V Value is : 29.4584
The Last V Value is : 28.3037
The Last V Value is : 29.9702
The Last V Value is : 30.2431
The Last V Value is : 27.0385
The Last V Value is : 33.7381
The Last V Value is : 29.2388
The Last V Value is : 23.908
The Last V Value is : 35.6088
The Last V Value is : 27.2615
The Last V Value is : 29.25
The Last V Value is : 30.8384
The Last V Value is : 28.0674
The Last V Value is : 26.1977
The Last V Value is : 30.4988
The Last V Value is : 26.8904
The Last V Value is : 30.9912
The Last V Value is : 27.8592
The Last V Value is : 31.0813
The Last V Value is : 27.1909
average final V value : 29.6756
total change time : 193.18


Threshold (S, V) : (4, 14)
The Last V Value is : 32.2996
The Last V Value is : 21.7037
The Last V Value is : 33.9824
The Last V Value is : 27.3604
The Last V Value is : 27.9797
The Last V Value is : 28.6938
The Last V Value is : 28.422
The Last V Value is : 31.8996
The Last V Value is : 28.9013
The Last V Value is : 28.5333
The Last V Value is : 24.55
The Last V Value is : 29.672
The Last V Value is : 25.256
The Last V Value is : 24.2377
The Last V Value is : 28.6277
The Last V Value is : 27.7336
The Last V Value is : 36.1271
The Last V Value is : 34.4829
The Last V Value is : 30.1942
The Last V Value is : 24.8305
The Last V Value is : 24.467
The Last V Value is : 27.035
The Last V Value is : 25.0625
The Last V Value is : 33.6021
The Last V Value is : 35.1528
The Last V Value is : 27.9343
The Last V Value is : 28.2207
The Last V Value is : 26.3132
The Last V Value is : 39.9297
The Last V Value is : 29.3533
The Last V Value is : 26.4637
The Last V Value is : 29.2166
The Last V Value is : 29.0072
The Last V Value is : 26.7329
The Last V Value is : 32.1362
The Last V Value is : 26.149
The Last V Value is : 35.6585
The Last V Value is : 31.2447
The Last V Value is : 29.5622
The Last V Value is : 28.8418
The Last V Value is : 27.8084
The Last V Value is : 30.2193
The Last V Value is : 29.4081
The Last V Value is : 32.5267
The Last V Value is : 31.4099
The Last V Value is : 31.2551
The Last V Value is : 36.8329
The Last V Value is : 27.4007
The Last V Value is : 31.9712
The Last V Value is : 29.9882
average final V value : 29.5278
total change time : 218.52


Threshold (S, V) : (4.5, 14)
The Last V Value is : 28.2923
The Last V Value is : 27.0535
The Last V Value is : 25.7753
The Last V Value is : 32.8586
The Last V Value is : 36.1738
The Last V Value is : 30.8096
The Last V Value is : 29.492
The Last V Value is : 26.8467
The Last V Value is : 26.4451
The Last V Value is : 26.1631
The Last V Value is : 29.3769
The Last V Value is : 29.0262
The Last V Value is : 28.8381
The Last V Value is : 23.7686
The Last V Value is : 26.9372
The Last V Value is : 28.4472
The Last V Value is : 28.2626
The Last V Value is : 27.9223
The Last V Value is : 34.4296
The Last V Value is : 34.2907
The Last V Value is : 21.0316
The Last V Value is : 25.2271
The Last V Value is : 29.1986
The Last V Value is : 28.2265
The Last V Value is : 23.1706
The Last V Value is : 32.4027
The Last V Value is : 26.0841
The Last V Value is : 23.21
The Last V Value is : 32.6207
The Last V Value is : 27.2076
The Last V Value is : 27.7794
The Last V Value is : 30.3282
The Last V Value is : 29.0789
The Last V Value is : 33.4961
The Last V Value is : 30.9889
The Last V Value is : 27.0897
The Last V Value is : 30.0469
The Last V Value is : 27.3067
The Last V Value is : 28.0708
The Last V Value is : 28.7292
The Last V Value is : 24.9706
The Last V Value is : 27.5921
The Last V Value is : 31.3768
The Last V Value is : 26.8909
The Last V Value is : 21.4978
The Last V Value is : 33.4843
The Last V Value is : 32.2422
The Last V Value is : 27.2407
The Last V Value is : 27.6323
The Last V Value is : 29.183
average final V value : 28.4923
total change time : 150.14


Threshold (S, V) : (5, 14)
The Last V Value is : 21.3275
The Last V Value is : 31.6626
The Last V Value is : 25.9209
The Last V Value is : 24.3268
The Last V Value is : 31.3069
The Last V Value is : 24.83
The Last V Value is : 32.0923
The Last V Value is : 32.5402
The Last V Value is : 33.7016
The Last V Value is : 27.9169
The Last V Value is : 30.4429
The Last V Value is : 24.6093
The Last V Value is : 28.64
The Last V Value is : 28.0314
The Last V Value is : 25.4372
The Last V Value is : 28.5147
The Last V Value is : 32.6236
The Last V Value is : 29.8618
The Last V Value is : 23.6041
The Last V Value is : 30.1958
The Last V Value is : 22.421
The Last V Value is : 33.2801
The Last V Value is : 30.5124
The Last V Value is : 27.0506
The Last V Value is : 30.2144
The Last V Value is : 30.5601
The Last V Value is : 26.4302
The Last V Value is : 34.2259
The Last V Value is : 26.6725
The Last V Value is : 31.468
The Last V Value is : 26.1786
The Last V Value is : 27.389
The Last V Value is : 30.3756
The Last V Value is : 35.0145
The Last V Value is : 30.8983
The Last V Value is : 26.0589
The Last V Value is : 29.6482
The Last V Value is : 30.2213
The Last V Value is : 27.9265
The Last V Value is : 28.919
The Last V Value is : 27.9005
The Last V Value is : 31.6234
The Last V Value is : 30.3464
The Last V Value is : 26.3394
The Last V Value is : 28.9617
The Last V Value is : 27.1839
The Last V Value is : 29.8379
The Last V Value is : 29.3426
The Last V Value is : 32.2486
The Last V Value is : 25.7739
average final V value : 28.8522
total change time : 117.64


Threshold (S, V) : (5.5, 14)
The Last V Value is : 28.3811
The Last V Value is : 33.2121
The Last V Value is : 32.2049
The Last V Value is : 26.628
The Last V Value is : 28.2779
The Last V Value is : 28.1421
The Last V Value is : 28.6715
The Last V Value is : 26.4168
The Last V Value is : 28.0372
The Last V Value is : 29.2081
The Last V Value is : 25.371
The Last V Value is : 19.4305
The Last V Value is : 29.0006
The Last V Value is : 27.1182
The Last V Value is : 27.6712
The Last V Value is : 28.1343
The Last V Value is : 29.0107
The Last V Value is : 31.4569
The Last V Value is : 28.7513
The Last V Value is : 31.3172
The Last V Value is : 28.0395
The Last V Value is : 21.6943
The Last V Value is : 34.1705
The Last V Value is : 26.4076
The Last V Value is : 28.3436
The Last V Value is : 29.8609
The Last V Value is : 26.2548
The Last V Value is : 28.7593
The Last V Value is : 29.49
The Last V Value is : 28.2194
The Last V Value is : 27.9329
The Last V Value is : 29.2903
The Last V Value is : 23.3845
The Last V Value is : 27.2066
The Last V Value is : 34.0528
The Last V Value is : 30.1174
The Last V Value is : 28.4465
The Last V Value is : 27.4958
The Last V Value is : 29.3235
The Last V Value is : 27.5553
The Last V Value is : 28.3768
The Last V Value is : 32.7773
The Last V Value is : 32.9283
The Last V Value is : 31.3445
The Last V Value is : 29.9363
The Last V Value is : 32.6547
The Last V Value is : 30.9563
The Last V Value is : 24.3807
The Last V Value is : 24.8384
The Last V Value is : 29.4699
average final V value : 28.603
total change time : 113.98


Threshold (S, V) : (6, 14)
The Last V Value is : 29.0564
The Last V Value is : 21.9548
The Last V Value is : 27.2036
The Last V Value is : 26.027
The Last V Value is : 23.6316
The Last V Value is : 30.7894
The Last V Value is : 30.239
The Last V Value is : 24.356
The Last V Value is : 30.7819
The Last V Value is : 22.7331
The Last V Value is : 28.486
The Last V Value is : 27.343
The Last V Value is : 26.775
The Last V Value is : 29.2672
The Last V Value is : 30.0876
The Last V Value is : 30.5892
The Last V Value is : 31.6594
The Last V Value is : 29.6951
The Last V Value is : 30.5891
The Last V Value is : 24.6552
The Last V Value is : 25.1239
The Last V Value is : 29.6065
The Last V Value is : 23.2343
The Last V Value is : 25.5575
The Last V Value is : 24.8797
The Last V Value is : 26.2252
The Last V Value is : 28.0967
The Last V Value is : 23.2625
The Last V Value is : 21.4186
The Last V Value is : 29.3016
The Last V Value is : 27.586
The Last V Value is : 27.8927
The Last V Value is : 29.9367
The Last V Value is : 28.9783
The Last V Value is : 24.2766
The Last V Value is : 24.8044
The Last V Value is : 30.7784
The Last V Value is : 21.5872
The Last V Value is : 23.9918
The Last V Value is : 29.9307
The Last V Value is : 30.2729
The Last V Value is : 29.9511
The Last V Value is : 29.3113
The Last V Value is : 27.521
The Last V Value is : 24.0372
The Last V Value is : 24.923
The Last V Value is : 24.3689
The Last V Value is : 17.6665
The Last V Value is : 25.0835
The Last V Value is : 27.6372
average final V value : 26.8632
total change time : 64.34


Threshold (S, V) : (6.5, 14)
The Last V Value is : 29.5388
The Last V Value is : 25.7902
The Last V Value is : 28.1774
The Last V Value is : 24.9864
The Last V Value is : 29.8322
The Last V Value is : 28.5554
The Last V Value is : 28.4326
The Last V Value is : 28.6419
The Last V Value is : 32.4467
The Last V Value is : 27.7558
The Last V Value is : 27.0869
The Last V Value is : 26.6668
The Last V Value is : 27.8607
The Last V Value is : 22.626
The Last V Value is : 28.9948
The Last V Value is : 20.8724
The Last V Value is : 31.4669
The Last V Value is : 23.5575
The Last V Value is : 30.0513
The Last V Value is : 26.1891
The Last V Value is : 25.0131
The Last V Value is : 29.5307
The Last V Value is : 27.6415
The Last V Value is : 28.4667
The Last V Value is : 25.9498
The Last V Value is : 31.5143
The Last V Value is : 26.8674
The Last V Value is : 37.1161
The Last V Value is : 29.4093
The Last V Value is : 24.5637
The Last V Value is : 31.5323
The Last V Value is : 28.9819
The Last V Value is : 32.1625
The Last V Value is : 25.1241
The Last V Value is : 22.9913
The Last V Value is : 18.9577
The Last V Value is : 28.3801
The Last V Value is : 26.3012
The Last V Value is : 29.4745
The Last V Value is : 32.729
The Last V Value is : 32.9164
The Last V Value is : 26.0171
The Last V Value is : 28.9889
The Last V Value is : 26.8388
The Last V Value is : 26.3447
The Last V Value is : 22.5218
The Last V Value is : 29.9657
The Last V Value is : 27.2788
The Last V Value is : 24.671
The Last V Value is : 28.8998
average final V value : 27.7336
total change time : 60.82


Threshold (S, V) : (7, 14)
The Last V Value is : 33.0263
The Last V Value is : 30.8997
The Last V Value is : 27.5873
The Last V Value is : 27.1333
The Last V Value is : 32.0047
The Last V Value is : 27.4555
The Last V Value is : 24.4654
The Last V Value is : 33.9936
The Last V Value is : 24.1893
The Last V Value is : 25.5889
The Last V Value is : 25.7141
The Last V Value is : 31.9322
The Last V Value is : 29.4048
The Last V Value is : 28.7119
The Last V Value is : 25.0144
The Last V Value is : 26.7712
The Last V Value is : 25.6168
The Last V Value is : 27.1347
The Last V Value is : 36.5396
The Last V Value is : 26.655
The Last V Value is : 19.8415
The Last V Value is : 23.3088
The Last V Value is : 28.5045
The Last V Value is : 28.5922
The Last V Value is : 28.0415
The Last V Value is : 25.1184
The Last V Value is : 25.5679
The Last V Value is : 27.1968
The Last V Value is : 26.4795
The Last V Value is : 31.3067
The Last V Value is : 29.3124
The Last V Value is : 31.9535
The Last V Value is : 23.1941
The Last V Value is : 24.4702
The Last V Value is : 31.0065
The Last V Value is : 26.7693
The Last V Value is : 29.5984
The Last V Value is : 25.6918
The Last V Value is : 28.4819
The Last V Value is : 28.4411
The Last V Value is : 26.4682
The Last V Value is : 28.8848
The Last V Value is : 29.1576
The Last V Value is : 24.785
The Last V Value is : 26.9279
The Last V Value is : 32.6252
The Last V Value is : 30.7161
The Last V Value is : 30.2096
The Last V Value is : 28.3818
The Last V Value is : 23.4606
average final V value : 27.8866
total change time : 40.18


Threshold (S, V) : (7.5, 14)
The Last V Value is : 25.1854
The Last V Value is : 25.3952
The Last V Value is : 25.3863
The Last V Value is : 29.1781
The Last V Value is : 28.5406
The Last V Value is : 26.7269
The Last V Value is : 25.8516
The Last V Value is : 26.3353
The Last V Value is : 31.2276
The Last V Value is : 26.6801
The Last V Value is : 34.2108
The Last V Value is : 28.025
The Last V Value is : 29.3487
The Last V Value is : 27.9918
The Last V Value is : 27.0567
The Last V Value is : 23.4758
The Last V Value is : 26.0366
The Last V Value is : 20.8441
The Last V Value is : 32.2752
The Last V Value is : 32.2088
The Last V Value is : 23.6936
The Last V Value is : 23.842
The Last V Value is : 30.1391
The Last V Value is : 30.3676
The Last V Value is : 28.6189
The Last V Value is : 28.7179
The Last V Value is : 25.6253
The Last V Value is : 29.5509
The Last V Value is : 28.5332
The Last V Value is : 26.3002
The Last V Value is : 23.7135
The Last V Value is : 32.7094
The Last V Value is : 21.4396
The Last V Value is : 24.5792
The Last V Value is : 24.334
The Last V Value is : 29.317
The Last V Value is : 29.5511
The Last V Value is : 28.927
The Last V Value is : 28.0677
The Last V Value is : 31.1682
The Last V Value is : 24.5225
The Last V Value is : 26.7602
The Last V Value is : 25.8591
The Last V Value is : 30.0069
The Last V Value is : 24.5645
The Last V Value is : 26.7203
The Last V Value is : 26.7201
The Last V Value is : 31.3347
The Last V Value is : 21.8066
The Last V Value is : 26
average final V value : 27.3094
total change time : 43.2


Threshold (S, V) : (8, 14)
The Last V Value is : 27.5985
The Last V Value is : 27.1764
The Last V Value is : 30.079
The Last V Value is : 23.5479
The Last V Value is : 27.1527
The Last V Value is : 26.6173
The Last V Value is : 28.2463
The Last V Value is : 30.192
The Last V Value is : 22.9578
The Last V Value is : 27.8383
The Last V Value is : 25.5138
The Last V Value is : 27.053
The Last V Value is : 25.6506
The Last V Value is : 19.5961
The Last V Value is : 29.3595
The Last V Value is : 25.2335
The Last V Value is : 28.0851
The Last V Value is : 23.7066
The Last V Value is : 25.9221
The Last V Value is : 30.7944
The Last V Value is : 32.4801
The Last V Value is : 25.8156
The Last V Value is : 26.9622
The Last V Value is : 25.4182
The Last V Value is : 27.6735
The Last V Value is : 26.8855
The Last V Value is : 23.9082
The Last V Value is : 28.1135
The Last V Value is : 31.6392
The Last V Value is : 25.7902
The Last V Value is : 22.3745
The Last V Value is : 27.6036
The Last V Value is : 28.2892
The Last V Value is : 29.0721
The Last V Value is : 20.1393
The Last V Value is : 26.744
The Last V Value is : 23.8157
The Last V Value is : 26.2408
The Last V Value is : 32.9963
The Last V Value is : 24.856
The Last V Value is : 29.5333
The Last V Value is : 22.5992
The Last V Value is : 28.5216
The Last V Value is : 28.6409
The Last V Value is : 24.9997
The Last V Value is : 26.561
The Last V Value is : 26.6776
The Last V Value is : 25.9865
The Last V Value is : 28.3757
The Last V Value is : 29.5692
average final V value : 26.8121
total change time : 19.5


Threshold (S, V) : (8.5, 14)
The Last V Value is : 25.8586
The Last V Value is : 26.0043
The Last V Value is : 27.2384
The Last V Value is : 33.1795
The Last V Value is : 25.8477
The Last V Value is : 26.5196
The Last V Value is : 30.073
The Last V Value is : 28.952
The Last V Value is : 25.2839
The Last V Value is : 24.5994
The Last V Value is : 27.6241
The Last V Value is : 24.9659
The Last V Value is : 23.7261
The Last V Value is : 30.1559
The Last V Value is : 24.7243
The Last V Value is : 22.0605
The Last V Value is : 28.6051
The Last V Value is : 25.9226
The Last V Value is : 22.5401
The Last V Value is : 30.3681
The Last V Value is : 26.636
The Last V Value is : 30.8026
The Last V Value is : 27.0683
The Last V Value is : 25.1501
The Last V Value is : 25.1491
The Last V Value is : 25.716
The Last V Value is : 27.7381
The Last V Value is : 30.5674
The Last V Value is : 26.7739
The Last V Value is : 23.8353
The Last V Value is : 20.3429
The Last V Value is : 29.0714
The Last V Value is : 25.3129
The Last V Value is : 22.6424
The Last V Value is : 24.458
The Last V Value is : 28.9826
The Last V Value is : 28.4019
The Last V Value is : 21.2
The Last V Value is : 27.2949
The Last V Value is : 23.9999
The Last V Value is : 29.1119
The Last V Value is : 26.6525
The Last V Value is : 28.6326
The Last V Value is : 29.5092
The Last V Value is : 26.1341
The Last V Value is : 27.671
The Last V Value is : 28.0622
The Last V Value is : 29.9427
The Last V Value is : 28.5595
The Last V Value is : 27.5019
average final V value : 26.7434
total change time : 17.14


Threshold (S, V) : (9, 14)
The Last V Value is : 25.0084
The Last V Value is : 29.1169
The Last V Value is : 25.9031
The Last V Value is : 22.8449
The Last V Value is : 23.2147
The Last V Value is : 27.9004
The Last V Value is : 25.9667
The Last V Value is : 24.4416
The Last V Value is : 27.8095
The Last V Value is : 25.4879
The Last V Value is : 32.6026
The Last V Value is : 30.0149
The Last V Value is : 22.7612
The Last V Value is : 27.0383
The Last V Value is : 26.7098
The Last V Value is : 23.0481
The Last V Value is : 26.3097
The Last V Value is : 33.3042
The Last V Value is : 25.5398
The Last V Value is : 28.0873
The Last V Value is : 27.0051
The Last V Value is : 27.3576
The Last V Value is : 23.3995
The Last V Value is : 23.0554
The Last V Value is : 32.7849
The Last V Value is : 31.5668
The Last V Value is : 23.4611
The Last V Value is : 30.6296
The Last V Value is : 24.4328
The Last V Value is : 25.6102
The Last V Value is : 25.7413
The Last V Value is : 27.7734
The Last V Value is : 26.0657
The Last V Value is : 24.2842
The Last V Value is : 23.1845
The Last V Value is : 21.4562
The Last V Value is : 31.5346
The Last V Value is : 30.3393
The Last V Value is : 28.898
The Last V Value is : 24.5854
The Last V Value is : 24.7327
The Last V Value is : 27.8787
The Last V Value is : 22.0656
The Last V Value is : 31.9723
The Last V Value is : 25.7719
The Last V Value is : 30.0629
The Last V Value is : 26.6527
The Last V Value is : 25.5942
The Last V Value is : 25.4517
The Last V Value is : 26.2191
average final V value : 26.6535
total change time : 15.58


Threshold (S, V) : (9.5, 14)
The Last V Value is : 25.6596
The Last V Value is : 31.2688
The Last V Value is : 27.6794
The Last V Value is : 23.5014
The Last V Value is : 30.9296
The Last V Value is : 26.6806
The Last V Value is : 24.8321
The Last V Value is : 25.3488
The Last V Value is : 25.8522
The Last V Value is : 25.605
The Last V Value is : 27.0821
The Last V Value is : 24.9423
The Last V Value is : 27.643
The Last V Value is : 29.0014
The Last V Value is : 25.8123
The Last V Value is : 29.1392
The Last V Value is : 21.128
The Last V Value is : 27.5521
The Last V Value is : 23.9932
The Last V Value is : 33.5155
The Last V Value is : 30.1118
The Last V Value is : 24.2388
The Last V Value is : 29.2002
The Last V Value is : 28.4842
The Last V Value is : 26.3028
The Last V Value is : 26.174
The Last V Value is : 22.8602
The Last V Value is : 21.6531
The Last V Value is : 28.0819
